"Img","MeasDate","MeasTime","Experiment","Tube","Location","Date","Time","Session","DataGatherer","ImgType","PxSizeH","PxSizeV","Fungae","Undefined","Undefined.1","Undefined.2","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","X","ImageNotes","X.1","MeasDateTime","DateTime","Month","Block","Species","Depth","rootvol.mm3.mm2","Date.c","Depth.c"
"EF2010_T053_L075_2010.05.28_151118_001_AP.jpg",2010-06-22,"16:14:38","EF2010","53",75,2010-05-28,"151118",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",9.0884,1.5409,4.8408,1.6954,0.217,2,9.0884,1.5409,4.8408,1.6954,0.217,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0.4252,0.8373,0.8373,6.9887,0,0,0,0,0,0,0.0498,0.1973,0.3288,4.2649,0,0,0,0,0,0,0.0159,0.0628,0.1047,1.3576,0,0,0,0,0,0,5e-04,0.0037,0.0103,0.2074,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,"",NA,2010-06-22 16:14:38,2010-05-28 15:11:18,"May","0","Switchgrass",88,0.000932162318641849,-71.3280270139894,28.0467920887602
"EF2010_T053_L075_2010.07.23_151558_003_AP.jpg",2011-10-13,"14:11:33","EF2010","53",75,2010-07-23,"151558",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",9.8434,1.7169,5.3937,1.7442,0.258,3,9.8434,1.7169,5.3937,1.7442,0.258,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0439,0.3587,0.3587,0.3587,7.7234,0,0,0,0,0,0.0894,0.0845,0.1409,0.1972,4.8817,0,0,0,0,0,0.0285,0.0269,0.0448,0.0628,1.5539,0,0,0,0,0,6e-04,0.0016,0.0044,0.0086,0.2455,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,NA,"",NA,2011-10-13 14:11:33,2010-07-23 15:15:58,"July","0","Switchgrass",88,0.00106130997537855,-15.3280270139894,28.0467920887602
"EF2010_T053_L075_2010.08.17_160445_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",75,2010-08-17,"160445",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",12.9958,2.2717,7.1367,1.748,0.312,2,12.9958,2.2717,7.1367,1.748,0.312,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12.9958,0,0,0,0,0,0,0,0,0,7.1367,0,0,0,0,0,0,0,0,0,2.2717,0,0,0,0,0,0,0,0,0,0.3119,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:04:45,"August","0","Switchgrass",88,0.00170001185242823,9.67197298601059,28.0467920887602
"EF2010_T053_L075_2010.10.15_135903_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",75,2010-10-15,"135903",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:03,"October","0","Switchgrass",88,0,68.6719729860106,28.0467920887602
"EF2010_T053_L080_2010.05.28_151121_001_AP.jpg",2010-06-22,"16:14:38","EF2010","53",80,2010-05-28,"151121",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",12.6368,2.488,7.8163,1.9689,0.385,1,12.6368,2.488,7.8163,1.9689,0.385,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12.6368,0,0,0,0,0,0,0,0,0,7.8163,0,0,0,0,0,0,0,0,0,2.488,0,0,0,0,0,0,0,0,0,0.3847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"",NA,2010-06-22 16:14:38,2010-05-28 15:11:21,"May","0","Switchgrass",94,0.00165383637178392,-71.3280270139894,34.0467920887602
"EF2010_T053_L080_2010.07.23_151601_003_AP.jpg",2011-10-13,"14:11:33","EF2010","53",80,2010-07-23,"151601",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",18.0631,2.6875,8.443,1.4878,0.391,4,18.0631,2.6875,8.443,1.4878,0.391,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4.4747,0.7145,0.7145,0.7145,11.4449,0,0,0,0,0,0.3674,0.1684,0.2806,0.3928,7.2339,0,0,0,0,0,0.1169,0.0536,0.0893,0.125,2.3026,0,0,0,0,0,0.0024,0.0032,0.0088,0.0172,0.3638,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,NA,"",NA,2011-10-13 14:11:33,2010-07-23 15:16:01,"July","0","Switchgrass",94,0.00160841938129075,-15.3280270139894,34.0467920887602
"EF2010_T053_L080_2010.08.17_160448_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",80,2010-08-17,"160448",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",12.4597,1.7512,5.5016,1.4055,0.22,2,12.4597,1.7512,5.5016,1.4055,0.22,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1.8561,0.9665,0.9665,8.6706,0,0,0,0,0,0,0.1515,0.2277,0.3795,4.7428,0,0,0,0,0,0,0.0482,0.0725,0.1208,1.5097,0,0,0,0,0,0,0.001,0.0043,0.0119,0.2065,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:04:48,"August","0","Switchgrass",94,0.0011987263061994,9.67197298601059,34.0467920887602
"EF2010_T053_L080_2010.10.15_135906_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",80,2010-10-15,"135906",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",11.5964,3.1397,9.8635,2.7074,0.811,2,11.5964,3.1397,9.8635,2.7074,0.811,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1.681,0.5038,0.5038,0.3817,0.2557,0.2557,0.2557,7.759,0,0,0.1283,0.1187,0.1978,0.205,0.1808,0.2209,0.2611,8.551,0,0,0.0408,0.0378,0.063,0.0653,0.0575,0.0703,0.0831,2.7219,0,0,8e-04,0.0022,0.0062,0.0088,0.0102,0.0152,0.0212,0.7499,0,0,1,0,0,0,0,0,0,1,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:06,"October","0","Switchgrass",94,0.00439116399760687,68.6719729860106,34.0467920887602
"EF2010_T053_L085_2010.05.28_151124_001_AP.jpg",2010-06-22,"16:14:38","EF2010","53",85,2010-05-28,"151124",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",6.5157,2.5657,8.0604,3.9377,0.793,1,6.5157,2.5657,8.0604,3.9377,0.793,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6.5157,0,0,0,0,0,0,0,0,0,8.0604,0,0,0,0,0,0,0,0,0,2.5657,0,0,0,0,0,0,0,0,0,0.7935,0,0,0,0,0,0,0,0,0,1,0,0,NA,"",NA,2010-06-22 16:14:38,2010-05-28 15:11:24,"May","0","Switchgrass",99,0.00340647335798611,-71.3280270139894,39.0467920887602
"EF2010_T053_L085_2010.07.23_151604_003_AP.jpg",2011-10-13,"14:11:33","EF2010","53",85,2010-07-23,"151604",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:11:33,2010-07-23 15:16:04,"July","0","Switchgrass",99,0,-15.3280270139894,39.0467920887602
"EF2010_T053_L085_2010.08.17_160451_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",85,2010-08-17,"160451",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:04:51,"August","0","Switchgrass",99,0,9.67197298601059,39.0467920887602
"EF2010_T053_L085_2010.10.15_135909_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",85,2010-10-15,"135909",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:09,"October","0","Switchgrass",99,0,68.6719729860106,39.0467920887602
"EF2010_T053_L090_2010.05.28_151127_001_AP.jpg",2010-06-22,"16:14:38","EF2010","53",90,2010-05-28,"151127",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",14.0523,4.1096,12.9105,2.9245,1.041,2,14.0523,4.1096,12.9105,2.9245,1.041,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6.5984,0.3323,0.3323,0.3323,6.4571,0,0,0,0,0,4.0814,0.2349,0.2871,0.3393,7.9679,0,0,0,0,0,1.2992,0.0748,0.0914,0.108,2.5363,0,0,0,0,0,0.2009,0.0132,0.0197,0.0276,0.7825,0,0,0,0,0,2,0,0,0,0,0,0,NA,"",NA,2010-06-22 16:14:38,2010-05-28 15:11:27,"May","0","Switchgrass",105,0.00447180172214822,-71.3280270139894,45.0467920887602
"EF2010_T053_L090_2010.07.23_151607_003_AP.jpg",2011-10-13,"14:11:33","EF2010","53",90,2010-07-23,"151607",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:11:33,2010-07-23 15:16:07,"July","0","Switchgrass",105,0,-15.3280270139894,45.0467920887602
"EF2010_T053_L090_2010.08.17_160454_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",90,2010-08-17,"160454",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",1.6443,0.5748,1.8059,3.496,0.158,1,1.6443,0.5748,1.8059,3.496,0.158,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.6443,0,0,0,0,0,0,0,0,0,1.8059,0,0,0,0,0,0,0,0,0,0.5748,0,0,0,0,0,0,0,0,0,0.1578,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:04:54,"August","0","Switchgrass",105,0.000860903438088657,9.67197298601059,45.0467920887602
"EF2010_T053_L090_2010.10.15_135912_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",90,2010-10-15,"135912",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:12,"October","0","Switchgrass",105,0,68.6719729860106,45.0467920887602
"EF2010_T053_L095_2010.07.23_151610_003_AP.jpg",2011-10-13,"14:11:33","EF2010","53",95,2010-07-23,"151610",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",6.1615,1.0423,3.2745,1.6916,0.147,1,6.1615,1.0423,3.2745,1.6916,0.147,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.3165,0.6368,0.6368,0.6368,3.9346,0,0,0,0,0,0.0374,0.15,0.2501,0.3501,2.4869,0,0,0,0,0,0.0119,0.0478,0.0796,0.1114,0.7916,0,0,0,0,0,4e-04,0.0028,0.0078,0.0153,0.1251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:11:33,2010-07-23 15:16:10,"July","0","Switchgrass",111,0.00060469986969243,-15.3280270139894,51.0467920887602
"EF2010_T053_L095_2010.08.17_160457_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",95,2010-08-17,"160457",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",4.5932,0.681,2.1394,1.4826,0.084,1,4.5932,0.681,2.1394,1.4826,0.084,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.2934,0.5211,0.5211,3.2575,0,0,0,0,0,0,0.0331,0.1228,0.2047,1.7788,0,0,0,0,0,0,0.0105,0.0391,0.0651,0.5662,0,0,0,0,0,0,3e-04,0.0023,0.0064,0.0773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:04:57,"August","0","Switchgrass",111,0.000457695498730679,9.67197298601059,51.0467920887602
"EF2010_T053_L095_2010.10.15_135914_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",95,2010-10-15,"135914",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",1.9411,0.248,0.7791,1.2776,0.027,1,1.9411,0.248,0.7791,1.2776,0.027,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.2204,0.3926,0.3926,0.9354,0,0,0,0,0,0,0.0249,0.0925,0.1542,0.5075,0,0,0,0,0,0,0.0079,0.0294,0.0491,0.1615,0,0,0,0,0,0,2e-04,0.0017,0.0048,0.0219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:14,"October","0","Switchgrass",111,0.000146191649735371,68.6719729860106,51.0467920887602
"EF2010_T053_L100_2010.08.17_160500_004_AP.jpg",2011-10-27,"16:31:07","EF2010","53",100,2010-08-17,"160500",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",3.4869,0.0762,0.2394,0.2185,0.001,2,3.4869,0.0762,0.2394,0.2185,0.001,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3.4869,0,0,0,0,0,0,0,0,0,0.2394,0,0,0,0,0,0,0,0,0,0.0762,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:31:07,2010-08-17 16:05:00,"August","0","Switchgrass",117,5.44875593726998e-06,9.67197298601059,57.0467920887602
"EF2010_T053_L100_2010.10.15_135917_005_WAM.jpg",2011-11-07,"10:14:15","EF2010","53",100,2010-10-15,"135917",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:14:15,2010-10-15 13:59:17,"October","0","Switchgrass",117,0,68.6719729860106,57.0467920887602
"EF2010_T054_L005_2010.05.28_150553_001_AP.jpg",2010-06-22,"15:58:26","EF2010","54",5,2010-05-28,"150553",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",4.2332,0.8335,2.6184,1.9689,0.129,2,4.2332,0.8335,2.6184,1.9689,0.129,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4.2332,0,0,0,0,0,0,0,0,0,2.6184,0,0,0,0,0,0,0,0,0,0.8335,0,0,0,0,0,0,0,0,0,0.1289,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,"",NA,2010-06-22 15:58:26,2010-05-28 15:05:53,"May","0","Switchgrass",6,0.000554142576519809,-71.3280270139894,-53.9532079112398
"EF2010_T054_L005_2010.07.23_151136_003_AP.jpg",2011-10-13,"14:36:00","EF2010","54",5,2010-07-23,"151136",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",7.0368,0.177,0.556,0.2515,0.003,1,7.0368,0.177,0.556,0.2515,0.003,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7.0368,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:36:00,2010-07-23 15:11:36,"July","0","Switchgrass",6,1.23408136671924e-05,-15.3280270139894,-53.9532079112398
"EF2010_T054_L005_2010.08.17_160751_004_AP.jpg",2011-10-27,"16:51:11","EF2010","54",5,2010-08-17,"160751",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",3.6151,0.3281,1.0308,0.9077,0.044,2,3.6151,0.3281,1.0308,0.9077,0.044,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2.1898,0,0,1.4253,0,0,0,0,0,0,0.1503,0,0,0.8805,0,0,0,0,0,0,0.0478,0,0,0.2803,0,0,0,0,0,0,8e-04,0,0,0.0433,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:51:11,2010-08-17 16:07:51,"August","0","Switchgrass",6,0.000239745261239879,9.67197298601059,-53.9532079112398
"EF2010_T054_L005_2010.10.15_140647_005_WAM.jpg",2011-11-07,"10:31:15","EF2010","54",5,2010-10-15,"140647",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",9.6574,1.207,3.7918,1.2498,0.155,3,9.6574,1.207,3.7918,1.2498,0.155,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8944,0.4158,0.4158,5.9314,0,0,0,0,0,0,0.2097,0.098,0.1633,3.3209,0,0,0,0,0,0,0.0667,0.0312,0.052,1.0571,0,0,0,0,0,0,0.0012,0.0018,0.0051,0.1483,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:31:15,2010-10-15 14:06:47,"October","0","Switchgrass",6,0.000839248359591942,68.6719729860106,-53.9532079112398
"EF2010_T054_L010_2010.05.28_150556_001_AP.jpg",2010-06-22,"15:58:26","EF2010","54",10,2010-05-28,"150556",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2010-06-22 15:58:26,2010-05-28 15:05:56,"May","0","Switchgrass",12,0,-71.3280270139894,-47.9532079112398
"EF2010_T054_L010_2010.07.23_151139_003_AP.jpg",2011-10-13,"14:36:00","EF2010","54",10,2010-07-23,"151139",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:36:00,2010-07-23 15:11:39,"July","0","Switchgrass",12,0,-15.3280270139894,-47.9532079112398
"EF2010_T054_L010_2010.08.17_160754_004_AP.jpg",2011-10-27,"16:51:11","EF2010","54",10,2010-08-17,"160754",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:51:11,2010-08-17 16:07:54,"August","0","Switchgrass",12,0,9.67197298601059,-47.9532079112398
"EF2010_T054_L010_2010.10.15_140649_005_WAM.jpg",2011-11-07,"10:31:15","EF2010","54",10,2010-10-15,"140649",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",13.9328,4.7917,15.0537,3.4392,1.3,2,13.9328,4.7917,15.0537,3.4392,1.3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.1533,0.3117,0.3117,0.3117,12.8445,0,0,0,0,0,0.0904,0.2203,0.2693,0.3182,14.1555,0,0,0,0,0,0.0288,0.0701,0.0857,0.1013,4.5059,0,0,0,0,0,0.0042,0.0124,0.0185,0.0259,1.2414,0,0,0,0,0,1,0,0,0,1,0,0,NA,"",NA,2011-11-07 10:31:15,2010-10-15 14:06:49,"October","0","Switchgrass",12,0.0070388572094808,68.6719729860106,-47.9532079112398
"EF2010_T054_L015_2010.05.28_150559_001_AP.jpg",2010-06-22,"15:58:26","EF2010","54",15,2010-05-28,"150559",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2010-06-22 15:58:26,2010-05-28 15:05:59,"May","0","Switchgrass",18,0,-71.3280270139894,-41.9532079112398
"EF2010_T054_L015_2010.07.23_151142_003_AP.jpg",2011-10-13,"14:36:00","EF2010","54",15,2010-07-23,"151142",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",17.7501,3.0492,9.5795,1.7179,0.472,6,17.7501,3.0492,9.5795,1.7179,0.472,6,0,0,0,0,0,0,0,0,0,0,0,0,10,2.9647,0,0,0,14.7853,0,0,0,0,0,0.2342,0,0,0,9.3453,0,0,0,0,0,0.0746,0,0,0,2.9747,0,0,0,0,0,0.0015,0,0,0,0.47,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,NA,"",NA,2011-10-13 14:36:00,2010-07-23 15:11:42,"July","0","Switchgrass",18,0.00194162135030495,-15.3280270139894,-41.9532079112398
"EF2010_T054_L015_2010.08.17_160757_004_AP.jpg",2011-10-27,"16:51:11","EF2010","54",15,2010-08-17,"160757",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",14.3521,2.1918,6.8858,1.5272,0.309,4,14.3521,2.1918,6.8858,1.5272,0.309,4,0,0,0,0,0,0,0,0,0,0,0,0,10,2.5555,0.8875,0.8875,10.0216,0,0,0,0,0,0,0.1975,0.2091,0.3485,6.1307,0,0,0,0,0,0,0.0629,0.0666,0.1109,1.9515,0,0,0,0,0,0,0.0013,0.0039,0.0109,0.2988,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,NA,"",NA,2011-10-27 16:51:11,2010-08-17 16:07:57,"August","0","Switchgrass",18,0.00168366558461642,9.67197298601059,-41.9532079112398
"EF2010_T054_L015_2010.10.15_140652_005_WAM.jpg",2011-11-07,"10:31:15","EF2010","54",15,2010-10-15,"140652",5,"WAM","Clr",0.021277,0.022573,"-","-","-","-",6.6724,0.925,2.906,1.3863,0.12,2,6.6724,0.925,2.906,1.3863,0.12,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1.356,0.2492,0.2492,4.8181,0,0,0,0,0,0,0.0996,0.0587,0.0978,2.6499,0,0,0,0,0,0,0.0317,0.0187,0.0311,0.8435,0,0,0,0,0,0,6e-04,0.0011,0.0031,0.116,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,"",NA,2011-11-07 10:31:15,2010-10-15 14:06:52,"October","0","Switchgrass",18,0.000649740665490536,68.6719729860106,-41.9532079112398
"EF2010_T054_L020_2010.05.28_150601_001_AP.jpg",2010-06-22,"15:58:26","EF2010","54",20,2010-05-28,"150601",1,"AP","Clr",0.024064,0.025157,"-","-","-","-",30.9807,0.7625,2.3953,0.2461,0.015,9,30.9807,0.7625,2.3953,0.2461,0.015,9,0,0,0,0,0,0,0,0,0,0,0,0,10,30.9807,0,0,0,0,0,0,0,0,0,2.3953,0,0,0,0,0,0,0,0,0,0.7625,0,0,0,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,"",NA,2010-06-22 15:58:26,2010-05-28 15:06:01,"May","0","Switchgrass",23,6.44351833162568e-05,-71.3280270139894,-36.9532079112398
"EF2010_T054_L020_2010.07.23_151144_003_AP.jpg",2011-10-13,"14:36:00","EF2010","54",20,2010-07-23,"151144",3,"AP","Clr",0.024602,0.025696,"-","-","-","-",42.5966,8.0777,25.3768,1.8963,2.007,7,42.5966,8.0777,25.3768,1.8963,2.007,7,0,0,0,0,0,0,0,0,0,0,0,0,10,15.8427,1.6895,1.6895,1.6895,10.4797,0.374,0.374,0.374,10.0836,0,1.2845,0.3981,0.6635,0.9289,7.4215,0.3231,0.3819,0.4406,13.5347,0,0.4089,0.1267,0.2112,0.2957,2.3623,0.1029,0.1216,0.1403,4.3082,0,0.0084,0.0075,0.0207,0.0406,0.4184,0.0222,0.031,0.0413,1.4457,0,7,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-10-13 14:36:00,2010-07-23 15:11:44,"July","0","Switchgrass",23,0.00825600434335175,-15.3280270139894,-36.9532079112398
"EF2010_T054_L020_2010.08.17_160801_004_AP.jpg",2011-10-27,"16:51:11","EF2010","54",20,2010-08-17,"160801",4,"AP","Clr",0.021429,0.022272,"-","-","-","-",30.878,7.7362,24.3039,2.5054,2.165,6,30.878,7.7362,24.3039,2.5054,2.165,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4.7944,0.2275,0.2275,15.2004,0.2853,0.2853,1.9711,0.6549,0.6549,6.5768,0.3348,0.0536,0.0893,8.8682,0.2017,0.2465,2.1428,0.7715,0.8744,10.7211,0.1066,0.0171,0.0284,2.8228,0.0642,0.0785,0.6821,0.2456,0.2783,3.4126,0.0019,0.001,0.0028,0.4131,0.0113,0.0169,0.1855,0.0723,0.0929,1.3917,3,0,0,2,0,0,1,0,0,0,NA,"",NA,2011-10-27 16:51:11,2010-08-17 16:08:01,"August","0","Switchgrass",23,0.0117965566041895,9.67197298601059,-36.9532079112398
